,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit
3210,681,Jobyna,Elgey,Female,55.0,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,44.0,76 Hanson Junction,2147.0,NSW,Australia,9.0,3282,66,2017-07-16,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2002-08-31,64.92999999999995
3211,299,Corabelle,Hartnell,Female,80.0,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7.0,66.0,95 Almo Junction,2173.0,NSW,Australia,9.0,3283,83,2017-03-14,0,Approved,Solex,Touring,medium,large,2083.94,675.03,2004-12-18,1408.91
3213,1508,Orv,Milland,Male,80.0,Clinical Specialist,Health,Affluent Customer,N,Yes,11.0,37.0,04489 Corscot Hill,2232.0,NSW,Australia,10.0,3285,91,2017-10-30,1,Approved,Solex,Standard,medium,medium,100.35,75.26,2003-01-05,25.08999999999999
3215,3114,Judah,Prime,Male,48.0,Teacher,IT,Mass Customer,N,Yes,18.0,48.0,7285 Waxwing Pass,2620.0,NSW,Australia,5.0,3287,8,2017-12-27,1,Cancelled,Solex,Road,medium,small,1703.52,1516.13,2004-08-17,187.38999999999987
3216,3432,Max,Cloney,Female,99.0,Junior Executive,Argiculture,Mass Customer,N,Yes,2.0,34.0,31 International Pass,4173.0,QLD,Australia,7.0,3288,66,2017-07-22,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,64.92999999999995
3217,3045,Renato,Mungham,Male,52.0,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0,26.0,5999 Waxwing Lane,4511.0,QLD,Australia,1.0,3289,14,2017-09-08,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2009-03-08,152.54999999999995
3220,3335,Damian,Dutt,Male,47.0,Editor,Health,Mass Customer,N,No,16.0,43.0,3732 Linden Avenue,4820.0,QLD,Australia,1.0,3292,67,2017-12-27,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
3222,608,Alisun,Heinecke,Female,55.0,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0,43.0,61 Talmadge Lane,4504.0,QLD,Australia,6.0,3294,4,2017-07-14,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17,1383.6100000000001
3223,86,Job,Sleney,Male,75.0,Occupational Therapist,Health,High Net Worth,N,Yes,7.0,34.0,289 Haas Street,2075.0,New South Wales,Australia,11.0,3295,19,2017-11-28,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2004-08-17,114.93
3226,729,Ammamaria,Standbridge,Female,30.0,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0,49.0,8044 Emmet Hill,3150.0,Victoria,Australia,9.0,3298,65,2017-05-30,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2016-02-04,1028.76
3227,2187,Brunhilde,Kendall,Female,52.0,Budget/Accounting Analyst I,Health,Mass Customer,N,No,2.0,25.0,6 Dovetail Circle,2200.0,NSW,Australia,9.0,3299,34,2017-03-21,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,309.80999999999995
3228,2817,Agata,Inglesent,Female,33.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,6.0,36.0,6137 Scoville Center,2120.0,NSW,Australia,10.0,3300,99,2017-02-03,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06,456.44999999999993
3232,2621,Moreen,Zoren,Female,24.0,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0,49.0,536 Crowley Crossing,2167.0,NSW,Australia,7.0,3304,0,2017-11-01,1,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-29,50.66
3233,427,Giusto,Torbett,Male,77.0,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2.0,26.0,1 Carey Pass,2065.0,NSW,Australia,11.0,3305,46,2017-07-06,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2001-11-25,1215.34
3235,2007,Gail,Scarrisbrick,Male,8.0,Programmer I,Manufacturing,Mass Customer,N,Yes,15.0,53.0,5157 Maple Wood Circle,2537.0,NSW,Australia,8.0,3307,57,2017-08-02,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-24,1630.25
3237,260,Farand,Marriner,Female,47.0,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,44.0,15 Straubel Way,4680.0,QLD,Australia,2.0,3309,59,2017-11-20,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-09-10,155.6500000000001
3239,3406,Lucy,Lackmann,Female,35.0,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10.0,44.0,5 Northland Plaza,2096.0,NSW,Australia,9.0,3311,65,2017-05-09,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-11-05,1028.76
3240,930,Evelina,Dinan,Female,86.0,Executive Secretary,Retail,Mass Customer,N,Yes,8.0,51.0,35454 Welch Hill,2477.0,NSW,Australia,6.0,3312,9,2017-04-29,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2005-12-07,75.13999999999999
3242,143,Kendall,Figg,Male,19.0,Operator,Argiculture,Mass Customer,N,Yes,11.0,65.0,15673 Farmco Point,4017.0,QLD,Australia,6.0,3314,1,2017-12-17,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-02,448.67999999999995
3243,399,Nickie,Neissen,Male,26.0,Engineer III,Manufacturing,Affluent Customer,N,Yes,16.0,47.0,47226 Algoma Place,4305.0,QLD,Australia,3.0,3315,89,2017-04-22,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29,1305.25
3244,723,Madelina,Marte,Female,41.0,Food Chemist,Health,Mass Customer,N,Yes,6.0,60.0,68861 School Hill,2199.0,NSW,Australia,9.0,3316,58,2017-12-15,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-07-20,771.12
3245,2045,Hermina,Franzel,Female,15.0,VP Sales,Financial Services,High Net Worth,N,No,15.0,39.0,46031 Hudson Place,2075.0,NSW,Australia,11.0,3317,80,2017-11-05,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18,872.8900000000001
3246,2418,Elspeth,Brazil,Female,82.0,Software Engineer III,Property,Mass Customer,N,Yes,13.0,53.0,31168 Messerschmidt Street,3024.0,VIC,Australia,5.0,3318,24,2017-01-01,1,Approved,Solex,Road,medium,large,1777.8,820.78,1999-06-23,957.02
3247,3256,Collen,Kew,Female,76.0,Professor,Financial Services,Affluent Customer,N,No,6.0,37.0,7798 Westport Trail,4031.0,QLD,Australia,9.0,3319,69,2017-08-25,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003
3248,3380,Abe,Ealam,Male,41.0,Speech Pathologist,Manufacturing,High Net Worth,N,Yes,14.0,68.0,2 Roxbury Pass,3977.0,VIC,Australia,5.0,3320,77,2017-09-09,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2006-10-01,1660.88
3249,2114,Erick,Caveill,Male,78.0,Safety Technician III,Argiculture,High Net Worth,N,No,19.0,68.0,21 South Avenue,2076.0,NSW,Australia,11.0,3321,41,2017-12-16,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-07,209.84000000000003
3250,960,Lannie,Crumley,Male,1.0,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0,54.0,7823 Village Green Park,3030.0,VIC,Australia,8.0,3322,64,2017-04-16,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-11-05,872.8900000000001
3251,3418,Felipa,Paddingdon,Female,18.0,Systems Administrator IV,Health,High Net Worth,N,No,19.0,63.0,7 Barnett Road,2713.0,NSW,Australia,1.0,3323,0,2017-09-10,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
3252,2991,Fred,Catanheira,Female,48.0,Desktop Support Technician,Financial Services,Mass Customer,N,No,11.0,59.0,424 Almo Junction,2830.0,NSW,Australia,4.0,3324,2,2017-10-16,1,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,17.869999999999997
3256,583,Tirrell,Haysham,Male,97.0,Registered Nurse,Health,Mass Customer,N,No,4.0,37.0,8 Sommers Circle,2305.0,NSW,Australia,7.0,3328,74,2017-09-29,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22,827.1599999999999
3257,692,Goraud,Ayling,Male,42.0,Database Administrator IV,Property,Mass Customer,N,No,7.0,35.0,5 Maple Parkway,2160.0,NSW,Australia,9.0,3329,26,2017-09-02,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26,1230.3000000000002
3258,3251,Cammie,Edridge,Female,95.0,Safety Technician II,Financial Services,High Net Worth,N,Yes,8.0,47.0,11 Mifflin Junction,2193.0,NSW,Australia,10.0,3330,23,2017-03-14,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2002-10-10,817.36
3260,1662,Xenia,Willmett,Female,40.0,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0,67.0,83 Graceland Avenue,3977.0,VIC,Australia,3.0,3332,34,2017-03-29,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,1069.5500000000002
3261,2183,Jillie,Fyndon,Female,61.0,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,51.0,8142 Tomscot Drive,4132.0,QLD,Australia,4.0,3333,94,2017-06-11,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2016-03-29,641.64
3262,171,Halli,Davidoff,Female,62.0,Assistant Manager,Manufacturing,Mass Customer,N,No,10.0,52.0,13950 Jackson Avenue,2099.0,NSW,Australia,11.0,3334,36,2017-12-12,1,Approved,Solex,Standard,low,medium,945.04,507.58,2011-08-29,437.46
3263,739,Arnie,Zorn,Male,36.0,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,58.0,08260 Jay Court,3191.0,Victoria,Australia,11.0,3335,34,2017-12-27,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,309.80999999999995
3264,1490,Lusa,Hargerie,Female,36.0,Cost Accountant,Financial Services,Mass Customer,N,Yes,6.0,53.0,7 Delaware Hill,2320.0,NSW,Australia,6.0,3336,31,2017-07-12,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2003-03-18,57.72999999999999
3265,1066,Hailey,Ricciardi,Male,45.0,Recruiter,Telecommunications,High Net Worth,N,No,12.0,27.0,7 Village Green Circle,3109.0,VIC,Australia,10.0,3337,45,2017-07-17,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,745.94
3268,400,Sibeal,Fellow,Female,86.0,Financial Analyst,Financial Services,Mass Customer,N,No,5.0,61.0,564 Northview Junction,3195.0,VIC,Australia,11.0,3340,46,2017-08-18,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11,1215.34
3270,41,Basilius,Coupe,Male,64.0,Food Chemist,Health,Mass Customer,N,No,16.0,47.0,7188 Cody Way,3350.0,VIC,Australia,9.0,3342,67,2017-08-03,0,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
3271,2680,Noella,Firk,Female,0.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,64.0,4658 Tennessee Street,3121.0,VIC,Australia,11.0,3343,39,2017-04-29,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1993-04-12,1230.27
3272,330,Port,Pancost,Male,78.0,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0,64.0,3 Golf Course Avenue,2203.0,NSW,Australia,9.0,3344,32,2017-09-14,1,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1993-10-02,471.6
3274,1092,Katlin,Creddon,Female,56.0,VP Quality Control,Retail,Mass Customer,N,No,5.0,88.0,5515 Artisan Center,3337.0,VIC,Australia,3.0,3346,28,2017-03-04,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05,133.7800000000002
3276,1926,Stefano,Menhenitt,Male,72.0,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,65.0,34694 Sugar Place,4740.0,QLD,Australia,5.0,3348,38,2017-05-02,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-04-16,1702.5499999999997
3279,1387,Natalee,Comport,Female,33.0,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4.0,46.0,50 Claremont Junction,3818.0,VIC,Australia,6.0,3351,94,2017-05-29,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2016-03-29,641.64
3281,86,Job,Sleney,Male,75.0,Occupational Therapist,Health,High Net Worth,N,Yes,7.0,34.0,289 Haas Street,2075.0,New South Wales,Australia,11.0,3353,29,2017-11-08,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,834.9399999999999
3282,2794,Megen,Lorenc,Female,41.0,Social Worker,Health,Mass Customer,N,Yes,18.0,47.0,01209 Southridge Hill,2216.0,NSW,Australia,8.0,3354,67,2017-12-25,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2002-08-31,167.20999999999998
3284,2459,Jeanna,Naulls,Female,67.0,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0,37.0,975 Annamark Hill,4034.0,QLD,Australia,6.0,3356,0,2017-07-26,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-07,110.56
3286,1582,Francesco,Wasson,Male,32.0,Office Assistant III,Property,Mass Customer,N,No,4.0,45.0,85301 John Wall Road,2101.0,NSW,Australia,11.0,3358,79,2017-06-21,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,737.5699999999999
3287,2501,Ora,Meaddowcroft,Female,80.0,Actuary,Financial Services,Mass Customer,N,Yes,10.0,52.0,24 Helena Alley,2566.0,NSW,Australia,9.0,3359,47,2017-02-03,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-06-04,189.27999999999997
3288,3128,Betteanne,Alldread,Female,96.0,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,58.0,6958 Knutson Pass,3620.0,VIC,Australia,1.0,3360,21,2017-06-08,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2016-07-09,1103.43
3289,2096,Torrie,Smartman,Female,74.0,Programmer III,Telecommunications,High Net Worth,N,Yes,12.0,54.0,72 Ilene Point,2575.0,NSW,Australia,8.0,3361,99,2017-08-20,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01,189.27999999999997
3291,2853,Clarence,Flook,Male,65.0,Executive Secretary,Retail,High Net Worth,N,Yes,7.0,37.0,52 Ruskin Pass,2089.0,NSW,Australia,10.0,3363,33,2017-04-09,1,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,199.0999999999999
3292,3138,Wait,Pardey,Male,34.0,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,52.0,409 Bobwhite Road,2226.0,NSW,Australia,10.0,3364,24,2017-02-03,0,Approved,Solex,Road,medium,large,1777.8,820.78,1993-05-26,957.02
3293,1919,Bartie,Hartburn,Male,40.0,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0,62.0,9 Utah Road,4179.0,QLD,Australia,8.0,3365,61,2017-08-19,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1992-10-02,14.229999999999997
3294,1153,Mirilla,Lothlorien,Female,53.0,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,28.0,84 Monument Terrace,4127.0,QLD,Australia,4.0,3366,37,2017-01-10,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1997-05-10,1544.6100000000001
3295,1290,Vassily,Ramalho,Male,49.0,VP Marketing,Financial Services,High Net Worth,N,Yes,6.0,56.0,19679 Buell Pass,4305.0,QLD,Australia,5.0,3367,89,2017-10-16,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2008-03-19,1230.27
3296,1913,Tamiko,Fergie,Female,36.0,Dental Hygienist,Health,Mass Customer,N,Yes,17.0,49.0,81856 Express Lane,2299.0,NSW,Australia,6.0,3368,93,2017-02-09,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1991-05-06,834.9399999999999
3297,2339,Damien,Haddeston,Male,3.0,Web Designer II,Property,Affluent Customer,N,Yes,16.0,64.0,7174 Thackeray Point,2153.0,NSW,Australia,10.0,3369,60,2017-05-21,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2012-05-18,217.51
3298,1798,Eunice,Risom,Female,46.0,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0,22.0,93 Lakeland Court,3810.0,VIC,Australia,6.0,3370,0,2017-12-17,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1991-08-05,15.080000000000005
3299,1685,Marya,Milington,Female,32.0,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,51.0,116 Sullivan Avenue,3941.0,VIC,Australia,9.0,3371,67,2017-12-05,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,167.20999999999998
3300,2056,Cristin,Smoughton,Female,65.0,Biostatistician IV,Property,High Net Worth,N,No,22.0,37.0,7 Green Ridge Way,2763.0,NSW,Australia,8.0,3372,84,2017-04-29,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003
3302,3441,Janelle,Ebbage,Female,44.0,Legal Assistant,Manufacturing,High Net Worth,N,Yes,20.0,34.0,0 Reinke Lane,3034.0,VIC,Australia,9.0,3374,35,2017-08-14,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.67999999999995
3303,3484,Hedi,Mowday,Female,10.0,Information Systems Manager,Financial Services,High Net Worth,N,Yes,20.0,46.0,3 Butterfield Trail,4519.0,QLD,Australia,6.0,3375,85,2017-09-19,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2011-03-16,827.1599999999999
3304,1809,Reba,Southon,Female,67.0,Programmer II,Health,Mass Customer,N,Yes,19.0,62.0,7 Erie Court,2263.0,NSW,Australia,7.0,3376,16,2017-07-23,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1996-11-09,182.81000000000017
3306,1748,Skell,Oxenden,Male,83.0,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0,67.0,09810 Dayton Hill,4035.0,QLD,Australia,8.0,3378,49,2017-10-23,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-02-16,133.38
3308,1942,Abe,Townby,Male,0.0,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0,36.0,184 Hoepker Way,2197.0,NSW,Australia,9.0,3380,22,2017-12-14,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,143.82
3309,3181,Ferd,Chominski,Male,39.0,Senior Editor,Financial Services,High Net Worth,N,No,6.0,46.0,26 Randy Road,2642.0,NSW,Australia,2.0,3381,87,2017-12-21,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,1592.19
3310,1422,Georgy,Rickwood,Male,31.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,51.0,0 Talisman Trail,2769.0,NSW,Australia,10.0,3382,72,2017-04-08,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2006-05-22,90.09999999999997
3311,1999,Raquel,Bamlett,Female,6.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7.0,61.0,7875 Fieldstone Pass,4216.0,QLD,Australia,10.0,3383,14,2017-12-27,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1993-07-15,152.54999999999995
3313,1014,Miller,Faloon,Male,60.0,Senior Developer,Property,Mass Customer,N,Yes,8.0,62.0,9 Macpherson Avenue,2527.0,NSW,Australia,8.0,3385,61,2017-08-15,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
3314,1375,Archie,Van den Hof,Male,36.0,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18.0,44.0,3962 Rigney Center,3156.0,VIC,Australia,8.0,3386,4,2017-07-07,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-18,451.6500000000001
3316,1286,Mina,Clawley,Female,83.0,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16.0,48.0,77 Pankratz Plaza,4306.0,QLD,Australia,8.0,3388,67,2017-06-09,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-07-15,690.49
3317,934,Marcellus,Louisot,Male,76.0,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0,27.0,4 Eastlawn Crossing,2036.0,NSW,Australia,12.0,3389,3,2017-10-08,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-05-07,1702.5499999999997
3318,2982,Celisse,McCloughen,Female,30.0,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,41.0,1 Graceland Trail,3195.0,VIC,Australia,9.0,3390,78,2017-07-11,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-08-07,1055.82
3319,350,Carmela,Jesper,Female,47.0,Clinical Specialist,Health,Mass Customer,N,Yes,9.0,45.0,1826 Hazelcrest Park,3087.0,VIC,Australia,9.0,3391,28,2017-12-26,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-10,133.7800000000002
3320,710,Benton,Oakly,Male,76.0,Sales Representative,Retail,High Net Worth,N,Yes,13.0,53.0,1721 Nobel Junction,2753.0,NSW,Australia,8.0,3392,17,2017-01-28,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29,1305.25
3321,2100,Der,Blatcher,Male,34.0,Marketing Assistant,IT,Mass Customer,N,No,14.0,45.0,88039 Melody Lane,3088.0,VIC,Australia,9.0,3393,48,2017-09-26,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,812.44
3322,1194,Audry,Scurrey,Female,69.0,Junior Executive,Telecommunications,Affluent Customer,N,No,3.0,31.0,261 Farmco Drive,4118.0,QLD,Australia,4.0,3394,21,2017-05-12,1,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05,690.49
3325,2687,Fabe,Smallbone,Male,67.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,61.0,40923 Truax Drive,2208.0,NSW,Australia,10.0,3397,22,2017-11-14,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2016-02-04,143.82
3326,1809,Reba,Southon,Female,67.0,Programmer II,Health,Mass Customer,N,Yes,19.0,62.0,7 Erie Court,2263.0,NSW,Australia,7.0,3398,51,2017-11-20,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1993-07-20,802.26
3327,1250,Jacklyn,Kewley,Female,42.0,Help Desk Technician,Manufacturing,Mass Customer,N,No,1.0,21.0,795 Arapahoe Hill,4818.0,QLD,Australia,7.0,3399,98,2017-10-21,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16,143.35999999999999
3329,2442,Odie,Enrrico,Male,8.0,Social Worker,Health,Affluent Customer,N,Yes,17.0,65.0,336 Service Pass,2073.0,NSW,Australia,11.0,3401,77,2017-08-28,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2015-08-02,445.2099999999999
3330,2726,Bradford,Monkton,Male,49.0,Administrative Officer,Financial Services,Affluent Customer,N,No,4.0,47.0,15776 Thackeray Alley,2261.0,NSW,Australia,7.0,3402,8,2017-10-08,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,187.38999999999987
3331,3201,Zed,Blanckley,Male,61.0,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,23.0,020 Bartillon Park,2767.0,NSW,Australia,8.0,3403,68,2017-12-09,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1992-10-02,1592.19
3332,1685,Marya,Milington,Female,32.0,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,51.0,116 Sullivan Avenue,3941.0,VIC,Australia,9.0,3404,11,2017-05-10,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,509.97
3333,1259,Emmi,Dymock,Female,23.0,Assistant Professor,Financial Services,Mass Customer,N,No,9.0,49.0,33 Bayside Way,4702.0,QLD,Australia,1.0,3405,69,2017-11-19,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,198.22000000000003
3335,1103,Glynnis,Sailor,Female,76.0,Financial Advisor,Financial Services,High Net Worth,N,Yes,20.0,45.0,258 Luster Court,2154.0,NSW,Australia,10.0,3407,5,2017-01-09,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2014-03-03,451.6500000000001
